timestamp;mmsi;lon;lat;sog;cog;navStat;posAcc;raim;heading;timestampSeconds
2018-03-17T08:00:51.812Z;230662000;20.124348333333334;63.11851333333333;11.0;207.8;0;0;0;209;49
2018-03-17T08:01:00.105Z;246798000;24.614583333333332;65.68926666666667;0.0;284.0;0;0;0;284;53
2018-03-17T08:00:59.225Z;236611000;22.767736666666668;64.42744666666667;8.8;209.6;0;0;0;209;55
2018-03-17T08:00:52.645Z;230025040;21.44885833333333;61.13223333333334;0.1;357.0;0;0;0;309;50
2018-03-17T08:00:59.339Z;230252000;22.495031666666666;64.20978;11.2;28.1;0;0;0;29;57
2018-03-17T08:00:55.098Z;230003110;24.406458333333333;64.66635833333333;0.0;321.7;0;0;0;511;50
2018-03-17T08:00:27.332Z;244850226;21.45365;61.126999999999995;0.0;319.1;5;0;0;248;22
2018-03-17T08:01:00.136Z;212409000;21.210115;63.11767333333333;10.8;63.5;0;0;0;68;55
2018-03-17T08:00:55.097Z;230981750;21.571708333333333;63.08090333333334;0.0;102.9;0;0;0;23;52
2018-03-17T08:00:59.375Z;230980260;24.415815000000002;64.659425;0.0;211.2;15;0;0;19;58
2018-03-17T08:00:55.923Z;373437000;20.191416666666665;63.1645;13.3;28.0;0;0;0;21;51
2018-03-17T08:01:00.137Z;305476000;19.62771;62.794403333333335;7.1;331.5;0;0;0;320;58
2018-03-17T08:00:55.947Z;230245000;21.56707;63.75671333333333;5.5;227.8;3;0;0;229;55
2018-03-17T08:00:52.620Z;265088000;21.666993333333334;64.66120500000001;0.4;94.8;0;0;0;93;49
2018-03-17T08:00:41.987Z;244850900;19.528798333333334;62.62964;12.6;184.1;0;0;0;184;40
2018-03-17T08:00:55.945Z;230071310;27.696915;62.891754999999996;0.0;343.2;0;0;0;511;54
2018-03-17T08:00:51.816Z;230995660;23.01904;63.84446333333334;0.0;349.7;5;0;0;113;49
2018-03-17T08:00:52.625Z;230987160;24.40666666666667;64.66666666666667;0.0;191.0;15;0;0;94;49
2018-03-17T08:01:00.109Z;230109170;23.02538666666667;63.842038333333335;0.0;186.8;0;0;0;511;54
2018-03-17T08:01:00.140Z;266450000;23.367070000000002;65.76905833333333;0.3;185.2;15;0;0;162;57
2018-03-17T08:00:55.903Z;230916000;22.805546666666665;64.45695833333333;10.4;28.0;0;0;0;28;51
2018-03-17T08:00:55.905Z;230011590;24.55725;65.040555;0.0;204.7;0;0;0;353;52
2018-03-17T08:00:55.956Z;230081290;21.44476166666667;61.12659;0.0;329.2;0;0;0;5;55
2018-03-17T08:00:10.228Z;230325000;28.945351666666667;61.84382666666667;0.0;274.0;5;0;0;273;7
2018-03-17T08:00:52.646Z;230956000;22.791988333333332;64.447325;10.5;32.3;0;0;0;29;51
2018-03-17T08:00:38.185Z;230109450;24.51379166666667;65.664805;0.0;343.2;5;0;0;224;35
2018-03-17T08:00:55.914Z;230941170;21.447376666666667;61.130646666666664;0.0;0.0;3;0;0;511;52
2018-03-17T08:00:59.369Z;230636000;21.187095;63.11661166666667;12.3;272.0;0;0;0;272;57
2018-03-17T08:00:59.337Z;230988890;23.024966666666668;63.84195;0.0;178.7;0;0;0;238;56
2018-03-17T08:00:23.635Z;230940340;23.71609833333333;64.22228;0.0;19.1;5;0;0;124;23
2018-03-17T08:01:00.115Z;230251000;23.830043333333332;65.17173166666666;11.1;24.1;0;0;0;25;49
2018-03-17T08:00:55.093Z;230025470;21.571871666666667;63.08159;0.1;356.4;0;0;0;511;51
2018-03-17T08:00:52.627Z;230661000;22.761331666666667;64.42252666666667;8.6;206.3;0;0;0;206;50
2018-03-17T08:00:55.909Z;230982010;21.14233833333333;63.21179166666666;0.0;329.0;15;0;0;511;53
2018-03-17T08:00:52.633Z;230337000;25.42805333333333;65.00597833333333;0.0;0.0;0;0;0;511;49
2018-03-17T08:00:55.961Z;230013790;24.4072;64.66668333333334;0.1;5.9;0;0;0;191;55
2018-03-17T08:00:59.341Z;230006760;22.688133333333333;63.711800000000004;0.0;201.1;0;0;0;346;57
2018-03-17T08:00:55.941Z;230091500;22.688643333333335;63.71049333333334;0.0;269.7;5;0;0;332;54
2018-03-17T08:00:42.023Z;230024000;24.159696666666665;65.750315;0.0;325.9;5;0;0;213;40
2018-03-17T08:00:59.227Z;236205000;22.51513;64.22665333333333;0.0;39.3;0;0;0;14;54
2018-03-17T08:00:55.911Z;230656000;22.774713333333334;64.43263499999999;8.3;211.6;0;0;0;210;30
2018-03-17T08:00:55.938Z;230068740;28.944563333333335;61.84411166666666;0.0;29.5;0;0;0;177;54
2018-03-17T08:00:37.062Z;265528060;20.739098333333335;63.862820000000006;0.0;313.8;0;0;0;50;34
2018-03-17T08:00:55.911Z;212308000;22.491935;64.20722833333333;9.5;28.0;0;0;0;29;52
2018-03-17T08:00:13.133Z;305295000;21.247466666666664;64.68195;0.4;25.0;0;0;0;233;10
2018-03-17T08:00:52.647Z;246371000;23.825898333333335;65.16756166666667;10.9;24.0;0;0;0;22;51
2018-03-17T08:00:55.118Z;265066000;21.371756666666666;63.67663833333334;0.0;8.4;2;0;0;309;52
2018-03-17T08:00:55.966Z;230938570;21.217503333333333;62.358648333333335;0.0;29.9;0;0;0;191;55
2018-03-17T08:00:59.378Z;230290000;24.302995;65.47578166666666;9.2;225.2;0;0;0;225;58
2018-03-17T08:00:51.809Z;276776000;21.472976666666668;61.126265;0.0;143.2;0;0;0;322;47
2018-03-17T08:00:55.907Z;230110910;21.215431666666667;62.34473;0.0;337.5;0;0;0;333;53
2018-03-17T08:00:52.605Z;245717000;21.569945;63.75810166666667;4.5;205.2;0;0;0;216;50
2018-03-17T08:01:00.129Z;230282000;21.478428333333333;61.59561;0.0;255.0;0;0;0;282;56
2018-03-17T08:01:00.123Z;230350000;22.795056666666667;64.44675333333333;8.0;210.1;0;0;0;210;57
2018-03-17T08:00:55.957Z;265182000;21.522328333333334;64.65552833333334;7.0;81.2;0;0;0;84;54
2018-03-17T08:01:00.099Z;230358000;22.789625;65.27288666666666;11.4;225.7;0;0;0;227;55
2018-03-17T08:00:52.595Z;244338000;20.1012;63.102195;12.1;211.8;0;0;0;212;49
2018-03-17T08:00:55.930Z;212880000;22.628235;64.31695666666667;0.0;334.5;0;0;0;27;53
2018-03-17T08:00:59.227Z;259372000;24.308333333333334;65.47801666666666;9.3;224.1;0;0;0;226;53
2018-03-17T08:00:52.607Z;230111210;24.406348333333334;64.66675000000001;0.0;337.6;0;0;0;511;50
